model,params,mean_test_mean_absolute_error,mean_train_mean_absolute_error,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,mean_test_mean_squared_error,mean_train_mean_squared_error,ranking_test_ranking_absolute_error,ranking_test_explained_variance_score,ranking_test_r2_score,ranking_test_ranking_squared_error
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: square",260.07,278.22,0.17,0.54,0.81,0.3,111556.39,120553.31,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: exponential",306.74,313.74,0.24,0.54,1.26,0.18,138989.11,141499.53,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: linear",198.72,201.09,0.3,0.6,0.51,0.56,92601.43,76035.52,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: square",158.12,165.86,0.13,0.62,0.08,0.61,56661.71,66509.13,-,-,-,lowest of its class
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: exponential",223.67,212.07,1.13,0.59,1.45,0.53,150527.74,80387.57,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: linear",274.62,288.7,0.25,0.52,0.97,0.25,121271.89,128621.24,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: square",267.53,267.69,1.56,0.49,2.2,0.29,197050.16,121843.68,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: exponential",306.37,318.04,0.44,0.49,1.43,0.12,149500.2,150931.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: linear",231.79,238.86,0.04,0.6,0.45,0.46,89001.82,92029.16,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: square",280.4,299.47,0.29,0.5,1.12,0.19,130680.64,139729.97,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: exponential",339.39,353.1,0.52,0.44,1.87,0.06,176785.3,181533.15,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: linear",221.61,243.26,0.01,0.58,0.36,0.44,83855.73,96003.47,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: square",180.82,189.37,0.12,0.66,0.02,0.62,62975.59,64929.42,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: exponential",256.33,248.47,0.93,0.59,1.48,0.43,152253.54,97485.61,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: linear",274.62,288.7,0.25,0.52,0.97,0.25,121271.89,128621.24,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: square",320.78,312.48,2.51,0.38,3.57,0.04,280956.83,164572.99,-,highest of its class,highest of its class,highest of its class
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: exponential",355.58,376.8,0.71,0.37,2.18,0.2,195619.17,205774.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: linear",231.79,238.86,0.04,0.6,0.45,0.46,89001.82,92029.16,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: square",317.75,318.16,0.92,0.47,2.0,0.11,184550.32,153373.91,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: exponential",370.36,391.09,0.64,0.35,2.35,0.27,205815.93,217523.32,highest of its class,-,-,-
GaussianProcessRegressor,alpha: 1e-10,805.58,0.48,25.31,1.0,25.32,1.0,1618432.97,20.53,highest of its class,highest of its class,highest of its class,highest of its class
GaussianProcessRegressor,alpha: 1e-05,605.49,3.33,13.16,1.0,13.2,1.0,873528.25,176.59,-,-,-,-
GaussianProcessRegressor,alpha: 0.001,413.05,24.67,5.37,0.97,5.37,0.97,391734.85,4673.12,lowest of its class,lowest of its class,lowest of its class,lowest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 100",178.43,215.92,0.0,0.0,0.51,0.27,92944.58,217970.18,highest of its class,lowest of its class,highest of its class,highest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 200",164.63,201.76,0.02,0.0,0.41,0.23,86929.86,211181.33,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 300",143.69,179.72,0.04,0.01,0.26,0.17,77698.8,200350.99,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 100",171.82,209.55,0.01,0.0,0.47,0.25,90279.76,214882.91,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 200",141.67,178.23,0.03,0.01,0.25,0.16,77139.13,199542.52,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 300",126.0,154.42,0.05,0.02,0.04,0.06,64102.01,182110.7,lowest of its class,highest of its class,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 100",166.8,204.41,0.01,0.0,0.43,0.24,88048.76,212276.34,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 200",132.1,165.57,0.04,0.02,0.15,0.12,70987.41,191402.29,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 300",132.15,153.08,0.05,0.03,0.02,0.01,60084.69,173612.27,-,-,lowest of its class,lowest of its class
