model,params,mean_test_mean_absolute_error,mean_train_mean_absolute_error,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,mean_test_mean_squared_error,mean_train_mean_squared_error,ranking_test_ranking_absolute_error,ranking_test_explained_variance_score,ranking_test_r2_score,ranking_test_ranking_squared_error
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: square",0.12,0.1,0.62,0.71,0.59,0.69,0.02,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: exponential",0.11,0.1,0.62,0.71,0.61,0.69,0.02,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: linear",0.15,0.13,0.58,0.71,0.45,0.59,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: square",0.15,0.13,0.58,0.71,0.46,0.59,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: exponential",0.15,0.13,0.59,0.71,0.46,0.59,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: linear",0.15,0.14,0.58,0.71,0.44,0.58,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: square",0.15,0.13,0.6,0.73,0.48,0.61,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: exponential",0.15,0.14,0.58,0.71,0.44,0.57,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: linear",0.12,0.11,0.62,0.72,0.57,0.67,0.02,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: square",0.13,0.12,0.6,0.72,0.52,0.64,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: exponential",0.12,0.11,0.63,0.72,0.58,0.68,0.02,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: linear",0.16,0.14,0.56,0.71,0.4,0.55,0.03,0.02,highest of its class,lowest of its class,lowest of its class,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: square",0.16,0.14,0.57,0.7,0.42,0.55,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: exponential",0.16,0.14,0.58,0.71,0.42,0.55,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: linear",0.16,0.14,0.58,0.71,0.41,0.55,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: square",0.15,0.14,0.59,0.73,0.45,0.59,0.03,0.02,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: exponential",0.16,0.14,0.57,0.71,0.41,0.54,0.03,0.02,-,-,-,-
GaussianProcessRegressor,alpha: 1e-10,0.23,0.0,0.0,1.0,0.99,1.0,0.11,0.0,lowest of its class,lowest of its class,lowest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,0.23,0.0,0.0,1.0,0.99,1.0,0.11,0.0,-,-,-,-
GaussianProcessRegressor,alpha: 0.001,0.23,0.0,0.0,1.0,0.99,1.0,0.11,0.0,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 100",0.18,0.07,0.04,0.85,0.05,0.85,0.06,0.01,highest of its class,-,-,highest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 200",0.17,0.06,0.0,0.89,0.0,0.89,0.05,0.01,-,lowest of its class,lowest of its class,lowest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 300",0.17,0.06,0.0,0.89,0.0,0.89,0.05,0.01,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 100",0.16,0.05,0.11,0.91,0.11,0.91,0.05,0.0,lowest of its class,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 200",0.16,0.05,0.11,0.91,0.11,0.91,0.05,0.0,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 300",0.16,0.05,0.11,0.91,0.11,0.91,0.05,0.0,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 100",0.17,0.04,0.12,0.94,0.12,0.94,0.06,0.0,-,highest of its class,highest of its class,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 200",0.17,0.04,0.12,0.94,0.12,0.94,0.06,0.0,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 300",0.17,0.04,0.12,0.94,0.12,0.94,0.06,0.0,-,-,-,-
