model,params,mean_test_mean_absolute_error,mean_train_mean_absolute_error,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,mean_test_mean_squared_error,mean_train_mean_squared_error,ranking_test_ranking_absolute_error,ranking_test_explained_variance_score,ranking_test_r2_score,ranking_test_ranking_squared_error
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: square",0.53,0.51,0.32,0.47,0.31,0.47,0.42,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: exponential",0.52,0.51,0.33,0.45,0.32,0.45,0.42,0.36,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: linear",0.52,0.5,0.34,0.48,0.33,0.48,0.41,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: square",0.51,0.48,0.34,0.49,0.33,0.49,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: exponential",0.51,0.49,0.35,0.49,0.34,0.49,0.4,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: linear",0.51,0.49,0.33,0.49,0.32,0.49,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: square",0.51,0.49,0.34,0.5,0.33,0.5,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: exponential",0.51,0.49,0.34,0.49,0.33,0.49,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: linear",0.53,0.5,0.33,0.47,0.32,0.47,0.42,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: square",0.52,0.5,0.33,0.48,0.32,0.48,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: exponential",0.52,0.5,0.33,0.47,0.32,0.47,0.41,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: linear",0.52,0.5,0.34,0.48,0.33,0.48,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: square",0.51,0.49,0.33,0.49,0.32,0.49,0.42,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.5, loss: exponential",0.52,0.5,0.33,0.48,0.32,0.48,0.41,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: linear",0.51,0.49,0.33,0.48,0.32,0.48,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: square",0.51,0.48,0.34,0.49,0.33,0.49,0.41,0.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.9, loss: exponential",0.52,0.49,0.33,0.48,0.32,0.48,0.42,0.35,-,-,-,-
GaussianProcessRegressor,alpha: 1e-10,0.96,0.0,2.22,1.0,2.83,1.0,2.34,0.0,lowest of its class,highest of its class,highest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,0.96,0.0,2.22,1.0,2.83,1.0,2.34,0.0,-,-,-,-
GaussianProcessRegressor,alpha: 0.001,0.96,0.0,2.21,1.0,2.82,1.0,2.34,0.0,-,lowest of its class,lowest of its class,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 100",0.82,0.82,0.8,0.59,0.84,0.63,1.12,1.08,highest of its class,highest of its class,highest of its class,highest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 200",0.59,0.57,0.01,0.23,0.01,0.23,0.62,0.51,-,lowest of its class,lowest of its class,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 300",0.53,0.48,0.19,0.44,0.19,0.44,0.5,0.38,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 100",0.66,0.65,0.24,0.02,0.25,0.03,0.76,0.68,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 200",0.52,0.49,0.23,0.43,0.23,0.43,0.47,0.38,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 300",0.48,0.44,0.34,0.53,0.33,0.53,0.41,0.32,lowest of its class,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 100",0.64,0.63,0.14,0.05,0.14,0.04,0.7,0.64,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 200",0.5,0.46,0.29,0.48,0.29,0.48,0.43,0.35,-,-,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 300",0.48,0.42,0.35,0.56,0.34,0.56,0.4,0.29,-,-,-,lowest of its class
